"Gene1","Gene2","Weight"
"KRT222","SELE",0.287399553324874
"ENSG00000237380","SELE",0.251224725272423
"LHX6","SELE",0.287655936629259
"KIF26A","SELE",0.265468617451925
"ENSG00000244468","SELE",0.296256388714529
"ST6GALNAC1","SELE",0.285960419632437
"ENSG00000249797","SELE",0.270961139823746
"CCM2L","SELE",0.28580208601551
"ENSG00000204003","ELFN1",0.280229797496207
"LHX6","ELFN1",0.262623248595192
"ST6GALNAC1","ELFN1",0.255028508046126
"CCM2L","ELFN1",0.250899423829518
"LYPD2","SOX17",0.257915690769339
"GDF3","SOX17",0.263940749868744
"ENSG00000259124","SOX17",0.307159324753395
"FCN3","SOX17",0.315064706815082
"DHH","SOX17",0.253742821218514
"TFF3","SOX17",0.287958981039082
"COL17A1","SOX17",0.262767900009024
"LCN6","SOX17",0.323062157236365
"ENSG00000204003","SOX17",0.362775818378263
"SEMA3G","SOX17",0.300648153047568
"ENSG00000226363","SOX17",0.263635871594581
"TLL1","SOX17",0.291208484288104
"ENSG00000226197","SOX17",0.261103129363026
"KRT222","SOX17",0.310729770438418
"CBX2","SOX17",0.260103852670553
"ENSG00000237380","SOX17",0.282889943157157
"LHX6","SOX17",0.322416838142376
"KIF26A","SOX17",0.295013228770919
"ENSG00000244468","SOX17",0.316551627871243
"ST6GALNAC1","SOX17",0.302605130342845
"ENSG00000249797","SOX17",0.299387685890435
"FGF12","SOX17",0.270696170212729
"KLHL4","SOX17",0.272510518394711
"BDKRB2","SOX17",0.272486295568535
"CPLX1","SOX17",0.29598241676821
"CCM2L","SOX17",0.31650141816945
"TACR1","SOX17",0.263506605504404
"ENSG00000281682","SOX17",0.287379430115361
"SELE","SOX17",0.304347226840995
"FCN3","ENSG00000278500",0.276028096372629
"COL17A1","ENSG00000278500",0.25309091892323
"LCN6","ENSG00000278500",0.262081939513453
"ENSG00000204003","ENSG00000278500",0.292928919138053
"SEMA3G","ENSG00000278500",0.283763162011938
"ENSG00000226197","ENSG00000278500",0.257281150781718
"KRT222","ENSG00000278500",0.272699275092662
"ENSG00000237380","ENSG00000278500",0.258685813802124
"LHX6","ENSG00000278500",0.276637801304609
"ENSG00000244468","ENSG00000278500",0.259571529985902
"GDF3","RAB3C",0.253588332121061
"FCN3","RAB3C",0.292233842851609
"LCN6","RAB3C",0.306844767079695
"ENSG00000204003","RAB3C",0.340894238772864
"SEMA3G","RAB3C",0.285710014873349
"TLL1","RAB3C",0.25057290420515
"KRT222","RAB3C",0.292994898533002
"ENSG00000237380","RAB3C",0.27009438448116
"LHX6","RAB3C",0.303928892047028
"KIF26A","RAB3C",0.289637137820878
"ENSG00000244468","RAB3C",0.276034448172735
"ST6GALNAC1","RAB3C",0.306854189258355
"ENSG00000228401","RAB3C",0.257715375474703
"BDKRB2","RAB3C",0.255106447474888
"CCM2L","RAB3C",0.310589856892052
"SOX17","RAB3C",0.275559532396634
"ENSG00000260197","RPS4Y1",0.299145193437136
"TXLNGY","RPS4Y1",0.639241400659109
"ZFY","RPS4Y1",0.648659413610942
"DDX3Y","RPS4Y1",0.660939920548705
"ENSG00000259124","MMRN1",0.250283863864881
"ST6GALNAC1","MMRN1",0.255950128303706
"SOX17","MMRN1",0.292137033827706
"ENSG00000204003","ENSG00000271774",0.271658781085825
"SEMA3G","ENSG00000271774",0.257799709669303
"ENSG00000226197","ENSG00000271774",0.251642174899861
"KRT222","ENSG00000271774",0.254346999809935
"ENSG00000244468","ENSG00000271774",0.254548279480843
"NPY","INA",0.265823452062322
"CAMKV","INA",0.287630793117858
"KCNQ2","INA",0.267330040984624
"NPY","FABP7",0.261781931203736
"CAMKV","FABP7",0.277550974778934
"CPLX2","FABP7",0.25854737704832
"INA","FABP7",0.311570531382211
"NPY","MPPED1",0.254156881326744
"CAMKV","MPPED1",0.278189558345679
"KCNQ2","MPPED1",0.261758756734098
"INA","MPPED1",0.277139042303708
"FABP7","MPPED1",0.300243447501997
"ENSG00000204003","DACH1",0.281756903451503
"SEMA3G","DACH1",0.25232723025645
"KRT222","DACH1",0.250422078294536
"ENSG00000244468","DACH1",0.256078549627096
"FCN3","ENSG00000254943",0.288875098768933
"COL17A1","ENSG00000254943",0.253627732141447
"LCN6","ENSG00000254943",0.296279754759363
"ENSG00000204003","ENSG00000254943",0.333913982653814
"SEMA3G","ENSG00000254943",0.283184720032638
"TLL1","ENSG00000254943",0.26097529622829
"KRT222","ENSG00000254943",0.293130675475364
"ENSG00000237380","ENSG00000254943",0.267471315920704
"LHX6","ENSG00000254943",0.298600310673833
"KIF26A","ENSG00000254943",0.269660476694895
"ENSG00000244468","ENSG00000254943",0.284284577894873
"ST6GALNAC1","ENSG00000254943",0.277075166328388
"CCM2L","ENSG00000254943",0.283748871725113
"SOX17","ENSG00000254943",0.258527910449324
"ADGRA1","MYRIP",0.25597637721755
"ENSG00000278722","MYRIP",0.257882643870535
"ENSG00000273650","MYRIP",0.276108719683114
"LINC01915","MYRIP",0.288430605580024
"ENSG00000257346","MYRIP",0.262248503932985
"ENSG00000199927","MYRIP",0.270362926600192
"ENSG00000281710","MYRIP",0.270362926600192
"ENSG00000277489","MYRIP",0.310403201231915
"MIR126","MYRIP",0.268815860605434
"TUBAL3","MYRIP",0.321939366922553
"ENSG00000205018","MYRIP",0.270930749566844
"ZSWIM2","MYRIP",0.259310435477804
"ENSG00000280032","MYRIP",0.309049400588543
"LCN10","MYRIP",0.302032125017909
"EFCC1","MYRIP",0.306633417637008
"GATA5","MYRIP",0.282953242869163
"HOXD1","MYRIP",0.312818456115934
"GPR182","MYRIP",0.29117720574533
"LYPD2","MYRIP",0.290589383971012
"LOC441179","MYRIP",0.266525251851096
"ENSG00000227160","MYRIP",0.293501480346072
"GDF3","MYRIP",0.330837373564224
"MYCN","MYRIP",0.310310728466527
"SFTA2","MYRIP",0.254910800217874
"SLC6A3","MYRIP",0.320510738473092
"MYLK-AS2","MYRIP",0.284232969368871
"ENSG00000258691","MYRIP",0.261333396233614
"AVPR2","MYRIP",0.309950780573963
"ENSG00000249772","MYRIP",0.290303026394842
"ENSG00000214578","MYRIP",0.300900174172855
"N4BP3","MYRIP",0.288706104242492
"ENSG00000259124","MYRIP",0.291549925030595
"FCN3","MYRIP",0.344381846938353
"ENSG00000226252","MYRIP",0.279611220707583
"DHH","MYRIP",0.333517509843005
"TPO","MYRIP",0.276824521503198
"FGFR3","MYRIP",0.261470311815906
"TFF3","MYRIP",0.344966994194038
"COL17A1","MYRIP",0.306225369597959
"LCN6","MYRIP",0.349207804827174
"ENSG00000204003","MYRIP",0.370013091684228
"SEMA3G","MYRIP",0.31707225424609
"HAGLR","MYRIP",0.301595336752517
"HOXD3","MYRIP",0.257454869405337
"ADAMTS18","MYRIP",0.339530304602039
"ENSG00000226363","MYRIP",0.289749269231119
"TLL1","MYRIP",0.337767187156038
"ENSG00000226197","MYRIP",0.336510552130779
"ENSG00000237004","MYRIP",0.271236815070338
"KRT222","MYRIP",0.321364229665154
"CBX2","MYRIP",0.260993858377948
"INHBB","MYRIP",0.267266313780843
"GPIHBP1","MYRIP",0.282820678185802
"ENSG00000237380","MYRIP",0.332315115361759
"LHX6","MYRIP",0.334722827612039
"KIF26A","MYRIP",0.342895754461417
"ENSG00000244468","MYRIP",0.341567972605471
"ST6GALNAC1","MYRIP",0.310991027044288
"VWFP1","MYRIP",0.262235060288221
"LINC01843","MYRIP",0.254747474977638
"ENSG00000228401","MYRIP",0.307414349370949
"ENSG00000249797","MYRIP",0.328365295286451
"FGF12","MYRIP",0.325447888239147
"HOXD8","MYRIP",0.269837551077688
"KLHL4","MYRIP",0.290538214950533
"ANO2","MYRIP",0.319312829418967
"BDKRB2","MYRIP",0.321150820062981
"MEOX1","MYRIP",0.314414840543782
"ENSG00000242795","MYRIP",0.298592151387342
"CCM2L","MYRIP",0.347051447458409
"TACR1","MYRIP",0.318769722233764
"ENSG00000281682","MYRIP",0.316026703854667
"CCL15","MYRIP",0.320612754777639
"SELE","MYRIP",0.302602886836863
"ELFN1","MYRIP",0.256773840373886
"SOX17","MYRIP",0.328668156075292
"ENSG00000278500","MYRIP",0.253181943317488
"RAB3C","MYRIP",0.300052098607119
"ENSG00000254943","MYRIP",0.297925206497469
"LCN6","CDH24",0.264291115218053
"ENSG00000204003","CDH24",0.28688196207621
"LHX6","CDH24",0.252845287831296
"ST6GALNAC1","CDH24",0.27381435136694
"CCM2L","CDH24",0.262663380844633
"MYRIP","CDH24",0.261700545534866
"LCN10","EPHX4",0.262841018189607
"MYCN","EPHX4",0.258825124659147
"ENSG00000214578","EPHX4",0.2503059006798
"N4BP3","EPHX4",0.258301242014931
"ENSG00000259124","EPHX4",0.275239490025394
"FCN3","EPHX4",0.319671897119695
"TPO","EPHX4",0.251609327670019
"TFF3","EPHX4",0.285130961612116
"COL17A1","EPHX4",0.287428922107321
"LCN6","EPHX4",0.311014344506163
"ENSG00000204003","EPHX4",0.35136190573486
"SEMA3G","EPHX4",0.312374950803559
"ENSG00000226363","EPHX4",0.27129668536291
"TLL1","EPHX4",0.307300472439796
"ENSG00000226197","EPHX4",0.282406969695386
"KRT222","EPHX4",0.310669167150445
"CBX2","EPHX4",0.256295848459888
"ENSG00000237380","EPHX4",0.292212180699794
"LHX6","EPHX4",0.325901296711384
"KIF26A","EPHX4",0.277543442294357
"ENSG00000244468","EPHX4",0.327357877941398
"ST6GALNAC1","EPHX4",0.262658213863632
"ENSG00000249797","EPHX4",0.262085897469661
"FGF12","EPHX4",0.278246015607846
"KLHL4","EPHX4",0.253024392018885
"BDKRB2","EPHX4",0.272564097725842
"CCM2L","EPHX4",0.291560577955446
"TACR1","EPHX4",0.260881586716284
"CCL15","EPHX4",0.253225983209456
"SELE","EPHX4",0.272284265922804
"SOX17","EPHX4",0.287910705055008
"RAB3C","EPHX4",0.250289224802021
"ENSG00000254943","EPHX4",0.252400789575185
"MYRIP","EPHX4",0.325423759624995
