"Gene1","Gene2","Weight"
"P2RY10","C11orf21",0.256822960543012
"FCN3","INHBB",0.283601886160668
"COL17A1","INHBB",0.264899826078146
"ENSG00000204003","INHBB",0.281270103348197
"SEMA3G","INHBB",0.289764840789617
"TLL1","INHBB",0.278569416456896
"ENSG00000226197","INHBB",0.262849720238191
"KRT222","INHBB",0.266146971392207
"TRBV20-1","CD3E",0.251720730679497
"TRAT1","CD3E",0.302578185684337
"IFNG","CD3E",0.288209710048487
"FASLG","CD3E",0.266084199134482
"TRGC1","CD3E",0.253236490880444
"UBASH3A","CD3E",0.275700975464827
"TRAV8-3","CD3E",0.252552943244383
"GZMH","CD3E",0.309014111834288
"P2RY10","CD3E",0.305423030841239
"XCL2","CD3E",0.30202341541415
"LINC00892","CD3E",0.259146733480767
"XCL1","CD3E",0.258802726328046
"EOMES","CD3E",0.30327443037235
"ICOS","CD3E",0.317043531590591
"ZAP70","CD3E",0.297224273255856
"CXCR3","CD3E",0.293583960980841
"ENSG00000235576","CD3E",0.287231455409993
"CD40LG","CD3E",0.265073041116298
"CD7","CD3E",0.256130352182404
"CD8B","CD3E",0.293430185716059
"TRBC1","CD3E",0.252526768191448
"FCN3","GPIHBP1",0.286105801567181
"LCN6","GPIHBP1",0.272322430503784
"ENSG00000204003","GPIHBP1",0.310120771099549
"SEMA3G","GPIHBP1",0.28727141609624
"TLL1","GPIHBP1",0.256516257664373
"KRT222","GPIHBP1",0.275624201913347
"ENSG00000277489","ENSG00000237380",0.264662820948064
"TUBAL3","ENSG00000237380",0.281355281430909
"ENSG00000205018","ENSG00000237380",0.25951879023185
"LCN10","ENSG00000237380",0.282311354988399
"EFCC1","ENSG00000237380",0.289313649044339
"HOXD1","ENSG00000237380",0.263168510181764
"GPR182","ENSG00000237380",0.293453035534628
"LYPD2","ENSG00000237380",0.254208910719184
"ENSG00000227160","ENSG00000237380",0.260669219719024
"GDF3","ENSG00000237380",0.261959891061694
"MYCN","ENSG00000237380",0.26695093639824
"SLC6A3","ENSG00000237380",0.250231084078046
"AVPR2","ENSG00000237380",0.276072648770761
"ENSG00000249772","ENSG00000237380",0.279435416654838
"ENSG00000214578","ENSG00000237380",0.25375185915789
"N4BP3","ENSG00000237380",0.268548384859164
"ENSG00000259124","ENSG00000237380",0.25445607482017
"FCN3","ENSG00000237380",0.330313911060271
"DHH","ENSG00000237380",0.268795865898638
"TPO","ENSG00000237380",0.267692087410937
"TFF3","ENSG00000237380",0.300179427380708
"COL17A1","ENSG00000237380",0.302371458721985
"LCN6","ENSG00000237380",0.326928991779493
"ENSG00000204003","ENSG00000237380",0.359797434645743
"SEMA3G","ENSG00000237380",0.321402351988183
"HAGLR","ENSG00000237380",0.28873261129659
"ADAMTS18","ENSG00000237380",0.279694494537375
"ENSG00000226363","ENSG00000237380",0.278330807688633
"TLL1","ENSG00000237380",0.304632454831356
"ENSG00000226197","ENSG00000237380",0.306177906166743
"ENSG00000237004","ENSG00000237380",0.277475297353708
"KRT222","ENSG00000237380",0.313146277226949
"INHBB","ENSG00000237380",0.261633710057384
"GPIHBP1","ENSG00000237380",0.257558374478718
"ENSG00000273650","LHX6",0.280385259819595
"LINC01915","LHX6",0.259446290111892
"ENSG00000277489","LHX6",0.282403825347944
"TUBAL3","LHX6",0.308787740433367
"ENSG00000205018","LHX6",0.26893608588563
"ENSG00000280032","LHX6",0.266355375459064
"LCN10","LHX6",0.301089081494637
"LINC01117","LHX6",0.257909706318567
"EFCC1","LHX6",0.303819374855846
"HOXD1","LHX6",0.2829242068432
"GPR182","LHX6",0.305928408055942
"LYPD2","LHX6",0.288154196150739
"ENSG00000227160","LHX6",0.269566232214201
"GDF3","LHX6",0.291161631200483
"MYCN","LHX6",0.299290147585543
"SLC6A3","LHX6",0.273650499034397
"MYLK-AS2","LHX6",0.253545201364528
"ENSG00000258691","LHX6",0.25755186346755
"AVPR2","LHX6",0.300838567724917
"ENSG00000249772","LHX6",0.283430829266
"ENSG00000214578","LHX6",0.289320442813598
"N4BP3","LHX6",0.301793243749678
"ENSG00000259124","LHX6",0.296783385320182
"FCN3","LHX6",0.350516694250782
"ENSG00000226252","LHX6",0.299580770795616
"DHH","LHX6",0.298986234688386
"TPO","LHX6",0.295762547673718
"TFF3","LHX6",0.326130371040746
"COL17A1","LHX6",0.303956322239236
"LCN6","LHX6",0.327545499645043
"ENSG00000204003","LHX6",0.362452614481211
"SEMA3G","LHX6",0.326669938578509
"HAGLR","LHX6",0.31436768334663
"ADAMTS18","LHX6",0.305040612641597
"ENSG00000226363","LHX6",0.32334103521225
"TLL1","LHX6",0.334328376863595
"ENSG00000226197","LHX6",0.329130814055253
"ENSG00000237004","LHX6",0.288066608011682
"KRT222","LHX6",0.327508724656967
"CBX2","LHX6",0.282797423204176
"ENSG00000278648","LHX6",0.268231412840931
"INHBB","LHX6",0.294763309480051
"GPIHBP1","LHX6",0.29808542853314
"ENSG00000237380","LHX6",0.334142403171272
"ENSG00000260197","TXLNGY",0.283734601976088
"ENSG00000278722","KIF26A",0.282365599840439
"ENSG00000257346","KIF26A",0.285726963176036
"ENSG00000277489","KIF26A",0.263170830702526
"MIR126","KIF26A",0.256240525296087
"TUBAL3","KIF26A",0.274486296696031
"ENSG00000280032","KIF26A",0.302883202296789
"LCN10","KIF26A",0.25540083965484
"EFCC1","KIF26A",0.258277347665522
"GATA5","KIF26A",0.282175443373766
"HOXD1","KIF26A",0.291017373157545
"LYPD2","KIF26A",0.275593170803044
"GDF3","KIF26A",0.315101012618615
"MYCN","KIF26A",0.263838424553377
"SLC6A3","KIF26A",0.309106547137245
"MYLK-AS2","KIF26A",0.252986628209882
"AVPR2","KIF26A",0.255194111179472
"ENSG00000214578","KIF26A",0.2688599333786
"ENSG00000259124","KIF26A",0.260984861806414
"FCN3","KIF26A",0.313606804646922
"ENSG00000226252","KIF26A",0.256443113441829
"DHH","KIF26A",0.329030512077107
"TFF3","KIF26A",0.29538251877859
"COL17A1","KIF26A",0.273174507575524
"LCN6","KIF26A",0.349757308857233
"ENSG00000204003","KIF26A",0.366398958324497
"SEMA3G","KIF26A",0.307896283775988
"HAGLR","KIF26A",0.257127217891143
"ADAMTS18","KIF26A",0.30856191017655
"ENSG00000226363","KIF26A",0.258722672223317
"TLL1","KIF26A",0.290405616561891
"ENSG00000226197","KIF26A",0.291492237631643
"KRT222","KIF26A",0.294992838130316
"GPIHBP1","KIF26A",0.264984383595407
"ENSG00000237380","KIF26A",0.290747486693958
"LHX6","KIF26A",0.321967572778176
"FCN3","ANKRD20A17P",0.25836212046721
"ENSG00000204003","ANKRD20A17P",0.266790121207438
"SEMA3G","ANKRD20A17P",0.265833489660842
"HAGLR","ANKRD20A17P",0.251277030274627
"TLL1","ANKRD20A17P",0.254556680581865
"ENSG00000226197","ANKRD20A17P",0.270576661153828
"KRT222","ANKRD20A17P",0.25333144727654
"TRAT1","CD8A",0.307282753207276
"IFNG","CD8A",0.277820443739649
"FASLG","CD8A",0.257779675076789
"TRGC1","CD8A",0.258314712721532
"UBASH3A","CD8A",0.2725960976713
"GZMH","CD8A",0.300318659340969
"P2RY10","CD8A",0.313189295951653
"XCL2","CD8A",0.291598637555592
"LINC00892","CD8A",0.253258967329515
"XCL1","CD8A",0.252196740563696
"EOMES","CD8A",0.287020025910343
"ICOS","CD8A",0.3040960927379
"ZAP70","CD8A",0.288129736401359
"CXCR3","CD8A",0.303964153833667
"ENSG00000235576","CD8A",0.294390982737795
"CD8B","CD8A",0.301837214969038
"CD3E","CD8A",0.296204049626066
"ADGRA1","ENSG00000244468",0.264320122788548
"ENSG00000273650","ENSG00000244468",0.269378978778235
"LINC01915","ENSG00000244468",0.29506895809356
"HOXD9","ENSG00000244468",0.251685806292745
"ENSG00000199927","ENSG00000244468",0.281181544276179
"ENSG00000281710","ENSG00000244468",0.281181544276179
"ENSG00000277489","ENSG00000244468",0.311892426757161
"TUBAL3","ENSG00000244468",0.328409116260483
"ENSG00000205018","ENSG00000244468",0.285200971222376
"ZSWIM2","ENSG00000244468",0.267816745306854
"ENSG00000280032","ENSG00000244468",0.267260471838286
"LCN10","ENSG00000244468",0.315606780580288
"LINC01117","ENSG00000244468",0.267508317765272
"SCNN1B","ENSG00000244468",0.2526013646783
"EFCC1","ENSG00000244468",0.320230708157147
"HOXD1","ENSG00000244468",0.299762425384032
"GPR182","ENSG00000244468",0.295269788373856
"C1QTNF9","ENSG00000244468",0.26449225555796
"LYPD2","ENSG00000244468",0.276388824004942
"LOC441179","ENSG00000244468",0.276803793780856
"ENSG00000227160","ENSG00000244468",0.298880961078313
"GDF3","ENSG00000244468",0.297890602168447
"MYCN","ENSG00000244468",0.320631926712758
"SLC6A3","ENSG00000244468",0.284384393395725
"MYLK-AS2","ENSG00000244468",0.280809948727023
"ENSG00000258691","ENSG00000244468",0.273058384708673
"AVPR2","ENSG00000244468",0.322752831341931
"ENSG00000249772","ENSG00000244468",0.302625362537013
"ENSG00000214578","ENSG00000244468",0.31033678732498
"N4BP3","ENSG00000244468",0.283229643622072
"ENSG00000259124","ENSG00000244468",0.28059780447339
"FCN3","ENSG00000244468",0.34444581207758
"ENSG00000226252","ENSG00000244468",0.260932131872497
"DHH","ENSG00000244468",0.298609835206538
"TPO","ENSG00000244468",0.289786283322079
"TFF3","ENSG00000244468",0.34562648254394
"COL17A1","ENSG00000244468",0.310634254752502
"LCN6","ENSG00000244468",0.338828549329884
"ENSG00000204003","ENSG00000244468",0.368909260362921
"SEMA3G","ENSG00000244468",0.325296684250077
"HAGLR","ENSG00000244468",0.314800341121622
"HOXD3","ENSG00000244468",0.267725250501658
"ADAMTS18","ENSG00000244468",0.321534759860467
"ENSG00000226363","ENSG00000244468",0.29176083100553
"TLL1","ENSG00000244468",0.340708697734394
"ENSG00000226197","ENSG00000244468",0.342140835117939
"GRAPL","ENSG00000244468",0.270895387613126
"ENSG00000237004","ENSG00000244468",0.277782882642831
"KRT222","ENSG00000244468",0.323320654748126
"CBX2","ENSG00000244468",0.254420545892955
"INHBB","ENSG00000244468",0.27292337781415
"GPIHBP1","ENSG00000244468",0.275378641410779
"ENSG00000237380","ENSG00000244468",0.327727863391406
"LHX6","ENSG00000244468",0.330430141705753
"KIF26A","ENSG00000244468",0.318283199994757
"ANKRD20A17P","ENSG00000244468",0.260357915609655
"ENSG00000280032","ST6GALNAC1",0.256697210261946
"LYPD2","ST6GALNAC1",0.272797939429906
"GDF3","ST6GALNAC1",0.273135592600169
"ENSG00000259124","ST6GALNAC1",0.299043091294149
"FCN3","ST6GALNAC1",0.297329610341293
"ENSG00000226252","ST6GALNAC1",0.250321196493391
"DHH","ST6GALNAC1",0.277531374915816
"TFF3","ST6GALNAC1",0.260565402827329
"LCN6","ST6GALNAC1",0.313134958288033
"ENSG00000204003","ST6GALNAC1",0.348036282427185
"SEMA3G","ST6GALNAC1",0.291806465660454
"ENSG00000226363","ST6GALNAC1",0.26749231133431
"TLL1","ST6GALNAC1",0.263931346822816
"KRT222","ST6GALNAC1",0.295268138762434
"CBX2","ST6GALNAC1",0.254124329280036
"ENSG00000237380","ST6GALNAC1",0.274113000033559
"LHX6","ST6GALNAC1",0.308888828796418
"KIF26A","ST6GALNAC1",0.29416360531134
"ENSG00000244468","ST6GALNAC1",0.289134438475402
"LCN6","VWFP1",0.273335583571534
"ENSG00000204003","VWFP1",0.283303007914609
"KIF26A","VWFP1",0.250450674865701
"ENSG00000260197","ZFY",0.291034473230258
"TXLNGY","ZFY",0.614490330193696
"LCN6","LINC01843",0.250281515758685
"ENSG00000204003","LINC01843",0.281033155686007
"KIF26A","LINC01843",0.252653452536345
"TRAT1","GZMK",0.252493044426156
"UBASH3A","GZMK",0.253904182856865
"P2RY10","GZMK",0.261173246784825
"ICOS","GZMK",0.250338569570356
"CXCR3","GZMK",0.257877467202949
"ENSG00000235576","GZMK",0.255132340205121
"CD8B","GZMK",0.263280000820363
"CD3E","GZMK",0.267299641107683
"ENSG00000257346","ENSG00000228401",0.272307296753675
"ENSG00000280032","ENSG00000228401",0.263611781905769
"GATA5","ENSG00000228401",0.254915504611997
"CLDN10-AS1","ENSG00000228401",0.271607040551659
"GDF3","ENSG00000228401",0.277673182380868
"SLC6A3","ENSG00000228401",0.251174427646011
"FCN3","ENSG00000228401",0.27616055129549
"OTC","ENSG00000228401",0.253258499709102
"DHH","ENSG00000228401",0.284670841849033
"TFF3","ENSG00000228401",0.253076618696278
"LCN6","ENSG00000228401",0.327096934997256
"ENSG00000204003","ENSG00000228401",0.335475245600413
"SEMA3G","ENSG00000228401",0.273778106896188
"ADAMTS18","ENSG00000228401",0.256359669761604
"TLL1","ENSG00000228401",0.250914642176314
"KRT222","ENSG00000228401",0.263556805584555
"ENSG00000237380","ENSG00000228401",0.255908923886354
"LHX6","ENSG00000228401",0.285128136002913
"KIF26A","ENSG00000228401",0.299859950039826
"ENSG00000244468","ENSG00000228401",0.2770732182509
"ST6GALNAC1","ENSG00000228401",0.279282501514453
"ENSG00000280032","ENSG00000249797",0.250218046283541
"GDF3","ENSG00000249797",0.295254167848171
"ENSG00000259124","ENSG00000249797",0.2567871930824
"FCN3","ENSG00000249797",0.294608366902198
"DHH","ENSG00000249797",0.27377052796807
"TFF3","ENSG00000249797",0.287139901868888
"LCN6","ENSG00000249797",0.339533276913508
"ENSG00000204003","ENSG00000249797",0.361036962155247
"SEMA3G","ENSG00000249797",0.280317251428988
"ADAMTS18","ENSG00000249797",0.260158631390613
"TLL1","ENSG00000249797",0.273298142272287
"ENSG00000226197","ENSG00000249797",0.251412774127804
"KRT222","ENSG00000249797",0.289755739354748
"ENSG00000237380","ENSG00000249797",0.267354233454571
"LHX6","ENSG00000249797",0.299863313271581
"KIF26A","ENSG00000249797",0.304532376107722
"ENSG00000244468","ENSG00000249797",0.304699103977942
"ST6GALNAC1","ENSG00000249797",0.301898396218277
"ENSG00000228401","ENSG00000249797",0.274234502094272
"TUBAL3","FGF12",0.275359263850477
"LCN10","FGF12",0.27435842769002
"EFCC1","FGF12",0.271045264868781
"GPR182","FGF12",0.262063593445353
"LYPD2","FGF12",0.259352355554232
"MYCN","FGF12",0.271374724331242
"AVPR2","FGF12",0.265203563100044
"ENSG00000214578","FGF12",0.272835731744652
"FCN3","FGF12",0.32425500081954
"ENSG00000226252","FGF12",0.257400335385922
"DHH","FGF12",0.252826502956823
"TFF3","FGF12",0.279266027255274
"COL17A1","FGF12",0.291758996848594
"LCN6","FGF12",0.315958337750863
"ENSG00000204003","FGF12",0.353532718335992
"SEMA3G","FGF12",0.32433095079658
"HAGLR","FGF12",0.273445470069322
"ADAMTS18","FGF12",0.255941198941776
"ENSG00000226363","FGF12",0.271831376414969
"TLL1","FGF12",0.303768038295596
"ENSG00000226197","FGF12",0.298379723513149
"KRT222","FGF12",0.307547465573024
"INHBB","FGF12",0.262456026889281
"GPIHBP1","FGF12",0.261302281169587
"ENSG00000237380","FGF12",0.298100641356734
"LHX6","FGF12",0.329565493268781
"KIF26A","FGF12",0.287259305653114
"ENSG00000244468","FGF12",0.324660768063928
"ST6GALNAC1","FGF12",0.255943266023273
"ENSG00000204003","ZDHHC11B",0.270877066411474
"ENSG00000244468","ZDHHC11B",0.254695521732027
"LCN10","HOXD8",0.262914409460256
"FCN3","HOXD8",0.303571235500296
"COL17A1","HOXD8",0.268169249586677
"LCN6","HOXD8",0.256173250737682
"ENSG00000204003","HOXD8",0.308160134451367
"SEMA3G","HOXD8",0.296299082789229
"HAGLR","HOXD8",0.261692369321301
"TLL1","HOXD8",0.273228046390378
"ENSG00000226197","HOXD8",0.280055493433507
"KRT222","HOXD8",0.299117803141688
"ENSG00000237380","HOXD8",0.277659494095882
"LHX6","HOXD8",0.296992432742455
"ENSG00000244468","HOXD8",0.283785911194078
"FGF12","HOXD8",0.262157628385619
"FCN3","KLHL4",0.270344531382766
"TFF3","KLHL4",0.258351923065556
"LCN6","KLHL4",0.281478463573729
"ENSG00000204003","KLHL4",0.306077218293941
"SEMA3G","KLHL4",0.255564303714006
"TLL1","KLHL4",0.25821874298953
"KRT222","KLHL4",0.252147257336927
"LHX6","KLHL4",0.28336830157971
"KIF26A","KLHL4",0.262928769552253
"ENSG00000244468","KLHL4",0.269548523469945
"ST6GALNAC1","KLHL4",0.271171451816815
"TRAT1","ENSG00000272529",0.306021089050555
"IFNG","ENSG00000272529",0.282910213708315
"FASLG","ENSG00000272529",0.255844066578492
"TRGC1","ENSG00000272529",0.251979126913844
"UBASH3A","ENSG00000272529",0.271777451534751
"GZMH","ENSG00000272529",0.287431532710511
"P2RY10","ENSG00000272529",0.322122742409471
"XCL2","ENSG00000272529",0.296016628857461
"EOMES","ENSG00000272529",0.283339901661074
"ICOS","ENSG00000272529",0.306990500167695
"ZAP70","ENSG00000272529",0.263527917763428
"CXCR3","ENSG00000272529",0.305294254736718
"ENSG00000235576","ENSG00000272529",0.302166110112598
"CD8B","ENSG00000272529",0.301773730856905
"CD3E","ENSG00000272529",0.297613495572351
"CD8A","ENSG00000272529",0.287913155163211
"ENSG00000278722","ANO2",0.265759899675819
"ENSG00000257346","ANO2",0.270082132273761
"ENSG00000280032","ANO2",0.300775750429853
"GATA5","ANO2",0.285032516822615
"CLDN10-AS1","ANO2",0.260969242941056
"GDF3","ANO2",0.303882654399739
"SLC6A3","ANO2",0.297632201846129
"FCN3","ANO2",0.265432297429512
"OTC","ANO2",0.269719192753735
"DHH","ANO2",0.299129299821344
"TFF3","ANO2",0.257545607869499
"LCN6","ANO2",0.335892108156905
"ENSG00000204003","ANO2",0.331221018968536
"SEMA3G","ANO2",0.257731676434063
"ADAMTS18","ANO2",0.287645961127578
"TLL1","ANO2",0.250702247161768
"LHX6","ANO2",0.2764633227033
"KIF26A","ANO2",0.30897216496097
"ENSG00000244468","ANO2",0.281820542884758
"ST6GALNAC1","ANO2",0.26136099913049
"ENSG00000228401","ANO2",0.267650762222091
"ENSG00000249797","ANO2",0.274438312368365
"ENSG00000259124","BDKRB2",0.261564145980266
"FCN3","BDKRB2",0.317494701531049
"ENSG00000226252","BDKRB2",0.257914872846921
"TFF3","BDKRB2",0.26127397834987
"COL17A1","BDKRB2",0.266948065882088
"LCN6","BDKRB2",0.310360664428674
"ENSG00000204003","BDKRB2",0.349683401587632
"SEMA3G","BDKRB2",0.309158009484899
"ENSG00000226363","BDKRB2",0.268207473140087
"TLL1","BDKRB2",0.289168105136397
"ENSG00000226197","BDKRB2",0.269497939349089
"KRT222","BDKRB2",0.302871429224814
"ENSG00000237380","BDKRB2",0.284536599001415
"LHX6","BDKRB2",0.331171658284762
"KIF26A","BDKRB2",0.292620032477551
"ENSG00000244468","BDKRB2",0.304653822167813
"ST6GALNAC1","BDKRB2",0.281945242009763
"FGF12","BDKRB2",0.279326046441521
"LOC100131785","GZMA",0.257252293036959
"TRBV20-1","GZMA",0.250975175309914
"TRAT1","GZMA",0.280816488385072
"IFNG","GZMA",0.255629524756833
"UBASH3A","GZMA",0.274175677322555
"GZMH","GZMA",0.27910991538627
"P2RY10","GZMA",0.291340643353938
"XCL2","GZMA",0.276227865985456
"EOMES","GZMA",0.278015097628115
"ICOS","GZMA",0.30039013215322
"ZAP70","GZMA",0.28477658351909
"CXCR3","GZMA",0.280316090953247
"ENSG00000235576","GZMA",0.282213437164833
"CD40LG","GZMA",0.252374392440893
"CD7","GZMA",0.254147698631268
"CD8B","GZMA",0.282689859587344
"TRBC1","GZMA",0.257191741918246
"CD3E","GZMA",0.287965785904331
"CD8A","GZMA",0.271851372961728
"GZMK","GZMA",0.272370319601699
"ENSG00000272529","GZMA",0.284207267706676
"TRAT1","CD3D",0.25076304216835
"UBASH3A","CD3D",0.251389616814458
"P2RY10","CD3D",0.257152723864299
"XCL2","CD3D",0.254278190868486
"EOMES","CD3D",0.25651930123647
"ICOS","CD3D",0.273474794246518
"ZAP70","CD3D",0.26557002142605
"CXCR3","CD3D",0.262406206882515
"SIRPG","CD3D",0.251387489817075
"ENSG00000235576","CD3D",0.263987804919958
"CD8B","CD3D",0.263319769515339
"TRBC1","CD3D",0.263065252804679
"CD3E","CD3D",0.268260886952069
"CD8A","CD3D",0.255137300155991
"GZMK","CD3D",0.264179866933214
"ENSG00000272529","CD3D",0.255218351236206
"GZMA","CD3D",0.273138290903599
"LINC01915","MEOX1",0.257557748983932
"TUBAL3","MEOX1",0.283203546085393
"LCN10","MEOX1",0.27105282328989
"EFCC1","MEOX1",0.260517376718584
"HOXD1","MEOX1",0.25251526321162
"LOC441179","MEOX1",0.250029885060466
"ENSG00000227160","MEOX1",0.258651905192009
"MYCN","MEOX1",0.25934856472394
"AVPR2","MEOX1",0.27793358394518
"FCN3","MEOX1",0.299223730122247
"TFF3","MEOX1",0.268765173046082
"COL17A1","MEOX1",0.290799398096042
"LCN6","MEOX1",0.321924086359181
"ENSG00000204003","MEOX1",0.332261999170452
"SEMA3G","MEOX1",0.302093404108467
"HAGLR","MEOX1",0.262865921398288
"ADAMTS18","MEOX1",0.272619748566958
"TLL1","MEOX1",0.300988957838653
"ENSG00000226197","MEOX1",0.313330165648574
"KRT222","MEOX1",0.27344215147357
"ENSG00000237380","MEOX1",0.277329034382283
"LHX6","MEOX1",0.299377402352858
"KIF26A","MEOX1",0.269326167663338
"ENSG00000244468","MEOX1",0.315809900265735
"FGF12","MEOX1",0.255870897471169
"GDF3","ENSG00000242795",0.253017065936083
"FCN3","ENSG00000242795",0.283481807094503
"DHH","ENSG00000242795",0.253368086342017
"LCN6","ENSG00000242795",0.305051055644205
"ENSG00000204003","ENSG00000242795",0.323513082220431
"SEMA3G","ENSG00000242795",0.272110656418148
"KRT222","ENSG00000242795",0.264432173619116
"ENSG00000237380","ENSG00000242795",0.272294259349154
"LHX6","ENSG00000242795",0.293090039909504
"KIF26A","ENSG00000242795",0.2896981459216
"ENSG00000244468","ENSG00000242795",0.269278126397867
"ST6GALNAC1","ENSG00000242795",0.276129827474015
"ENSG00000228401","ENSG00000242795",0.251854663436444
"NPY","KCNQ2",0.262875380616708
"CAMKV","KCNQ2",0.261617301986367
"ENSG00000204003","CPLX1",0.250140883058155
"ST6GALNAC1","CPLX1",0.269277736368851
"ENSG00000249797","CPLX1",0.258551822897774
"ENSG00000278722","CCM2L",0.280198433066748
"ENSG00000257346","CCM2L",0.281133651469778
"ENSG00000277489","CCM2L",0.250302910420368
"TUBAL3","CCM2L",0.266291938578156
"ENSG00000280032","CCM2L",0.291485833566303
"LCN10","CCM2L",0.258252705078936
"EFCC1","CCM2L",0.253619685736765
"GATA5","CCM2L",0.272208317519122
"HOXD1","CCM2L",0.280722822314914
"GPR182","CCM2L",0.25936142802595
"LYPD2","CCM2L",0.28784830715639
"GDF3","CCM2L",0.308929444770962
"MYCN","CCM2L",0.261524569047928
"SLC6A3","CCM2L",0.290767149046426
"AVPR2","CCM2L",0.250023844325334
"ENSG00000214578","CCM2L",0.270500740164323
"TMEM252","CCM2L",0.251577531724824
"N4BP3","CCM2L",0.250570568325152
"ENSG00000259124","CCM2L",0.291406633754504
"FCN3","CCM2L",0.333117471072674
"ENSG00000226252","CCM2L",0.277865919484484
"DHH","CCM2L",0.325606086956343
"TFF3","CCM2L",0.299997900969671
"COL17A1","CCM2L",0.27694647868182
"LCN6","CCM2L",0.352760683652893
"ENSG00000204003","CCM2L",0.378388679865332
"SEMA3G","CCM2L",0.320054123125507
"HAGLR","CCM2L",0.261648844079647
"ADAMTS18","CCM2L",0.297524727788053
"ENSG00000226363","CCM2L",0.292042355533479
"TLL1","CCM2L",0.299358359811875
"ENSG00000226197","CCM2L",0.293529096964894
"KRT222","CCM2L",0.312618352118698
"CBX2","CCM2L",0.257276218908498
"GPIHBP1","CCM2L",0.280890737184904
"ENSG00000237380","CCM2L",0.302601056868068
"LHX6","CCM2L",0.339904341461862
"KIF26A","CCM2L",0.327154199870731
"ENSG00000244468","CCM2L",0.327788469177244
"ST6GALNAC1","CCM2L",0.310916672581744
"LINC01843","CCM2L",0.259036220367848
"ENSG00000228401","CCM2L",0.302955082644986
"ENSG00000249797","CCM2L",0.316059322607675
"FGF12","CCM2L",0.295848251642278
"KLHL4","CCM2L",0.280393234216936
"ANO2","CCM2L",0.298865103010789
"BDKRB2","CCM2L",0.311608731709896
"MEOX1","CCM2L",0.259926379693592
"ENSG00000242795","CCM2L",0.296849897093145
"ENSG00000204003","ENSG00000274204",0.254212075710036
"GDF3","TACR1",0.254564747718339
"FCN3","TACR1",0.316617276845045
"TFF3","TACR1",0.262231910507286
"COL17A1","TACR1",0.264209410570421
"LCN6","TACR1",0.319906907603311
"ENSG00000204003","TACR1",0.354893726452164
"SEMA3G","TACR1",0.307995707273537
"TLL1","TACR1",0.284798033015797
"ENSG00000226197","TACR1",0.279149142600625
"KRT222","TACR1",0.303239016532757
"ENSG00000237380","TACR1",0.28273204637293
"LHX6","TACR1",0.322334823884084
"KIF26A","TACR1",0.298020274872293
"ENSG00000244468","TACR1",0.307703133409825
"ST6GALNAC1","TACR1",0.283227285170382
"FGF12","TACR1",0.2696307492878
"BDKRB2","TACR1",0.262097353918789
"CCM2L","TACR1",0.313068186872977
"ENSG00000260197","DDX3Y",0.297867769772976
"TXLNGY","DDX3Y",0.638382555343808
"ZFY","DDX3Y",0.643266029614499
"ENSG00000280032","ENSG00000281682",0.254634990996939
"GDF3","ENSG00000281682",0.295561969501292
"FCN3","ENSG00000281682",0.278188362155571
"DHH","ENSG00000281682",0.280970557825268
"TFF3","ENSG00000281682",0.275858053825856
"LCN6","ENSG00000281682",0.337047551015033
"ENSG00000204003","ENSG00000281682",0.347180968429866
"SEMA3G","ENSG00000281682",0.263299061677257
"ADAMTS18","ENSG00000281682",0.256550666365541
"TLL1","ENSG00000281682",0.25610616548643
"KRT222","ENSG00000281682",0.272354020833944
"ENSG00000237380","ENSG00000281682",0.253513370917714
"LHX6","ENSG00000281682",0.282518047445701
"KIF26A","ENSG00000281682",0.298430334392853
"ENSG00000244468","ENSG00000281682",0.286466123446051
"ST6GALNAC1","ENSG00000281682",0.293917073927599
"ENSG00000228401","ENSG00000281682",0.284048926620275
"ENSG00000249797","ENSG00000281682",0.289227286200716
"ANO2","ENSG00000281682",0.279107154346777
"CCM2L","ENSG00000281682",0.308010800751521
"CD3E","SH2D1A",0.250372348437416
"GZMA","SH2D1A",0.25830631651655
"CD3D","SH2D1A",0.26130114581719
"FCN3","SPINK5",0.253932649950642
"ENSG00000204003","SPINK5",0.258421863591653
"SEMA3G","SPINK5",0.273582601718816
"HAGLR","SPINK5",0.259490236968545
"ENSG00000226197","SPINK5",0.263732654476381
"LHX6","SPINK5",0.251424855859174
"TUBAL3","CCL15",0.27133468438712
"LCN10","CCL15",0.269197110415528
"ENSG00000227160","CCL15",0.256629004942135
"MYCN","CCL15",0.257794032275934
"AVPR2","CCL15",0.270984062239544
"FCN3","CCL15",0.300295802113947
"TFF3","CCL15",0.293365841736342
"COL17A1","CCL15",0.285517662472179
"LCN6","CCL15",0.332495246054918
"ENSG00000204003","CCL15",0.338439952667272
"SEMA3G","CCL15",0.295452247498652
"ADAMTS18","CCL15",0.27394611732244
"TLL1","CCL15",0.307505750499881
"ENSG00000226197","CCL15",0.299985499752922
"KRT222","CCL15",0.276182068549145
"ENSG00000237380","CCL15",0.274750817648492
"LHX6","CCL15",0.298650060077126
"KIF26A","CCL15",0.26930591644988
"ENSG00000244468","CCL15",0.324319948855347
"FGF12","CCL15",0.253636119487274
"MEOX1","CCL15",0.250027621961261
"CCM2L","CCL15",0.269453093130187
"GDF3","SELE",0.2510483115723
"FCN3","SELE",0.282546480694437
"TFF3","SELE",0.279988666633233
"LCN6","SELE",0.297188213169019
"ENSG00000204003","SELE",0.337361959889034
"SEMA3G","SELE",0.271562211270693
"TLL1","SELE",0.270641558666968
