,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15
C9orf152,-0.314763656959294,-0.199588919470853,0.766746024356655,-0.298774811463325,-1.04962091154242,0.12666922128438,-0.18141959106294,0.134685260316842,0.217670929209315,0.458273730695335,1.10590698037262,-0.178444882255842,-0.092788213000116,-1.17310554839311,0.60134111053757
CT69,-0.0720546468251324,-2.08563910522778,-0.259755492132264,-0.843424707720322,-0.217914696720636,0.0253683625913337,-0.280019600319718,0.921051116873617,1.2253981437674,0.15764989636171,0.00465100549609777,-0.307165194477859,-0.697111646588465,-0.0951120500733383,0.404778959255479
ENSG00000218806,0.206098667642133,-0.742674596901166,0.102213302506082,-0.771551055085218,-0.269198446800993,0.0524579202882578,-0.243997910391278,0.661434085073833,0.0629537810680234,0.49391890514893,-0.330163981135474,0.975492505302763,-0.956224296406652,-0.0856494118000568,0.360444951863076
ENSG00000225051,0.160107779753472,-0.172423731950687,0.339364052982321,-0.0938763492360853,0.0338367597950794,-0.762330418736389,0.0019070028211067,0.231813594031011,0.25487837226344,0.506770164150059,0.723196148538515,-0.738048137376552,0.334698536086031,-0.952802862016315,0.00527247482818597
ENSG00000229672,-2.31568652644158,0.729185441593212,0.176262637398927,0.227523370800786,-0.103011382469273,0.15897989068611,-0.0501011583013149,0.316477454790238,0.216622165011145,0.61428530802387,0.440750164850221,1.48340819918958,1.70086647663543,0.0110135027281757,0.239621081485207
ENSG00000231468,-0.41676233319859,0.0825802917213425,1.85288738692306,-0.12201957202007,0.145942701119278,0.433088287452421,-0.888514532881969,0.144330873477447,0.150998892201872,0.39354511210115,1.19250959455167,1.00987007767422,-0.149881346979469,-0.572818947736661,0.266292405737568
ENSG00000236182,-2.30629427515157,-1.36883055972539,0.374224488968391,-0.98242564059969,-0.510849827337165,-0.269802368269461,-0.392178848647332,-0.022579467220207,0.232930015774438,0.203434838311071,0.390639959846178,-0.245598987834166,-1.2054194086224,-0.651826652951742,0.38355222703171
ENSG00000236549,-2.24022021874645,-1.48175542832884,0.325621356973657,-0.832829883322813,-0.539636663227575,-0.192622912558764,-0.449456719725693,-0.0725276462514518,0.241328566083104,0.0818428634839992,-0.176673693093137,-0.165910788338357,-1.16341671123276,-0.587908472589724,0.287058745484078
ENSG00000236591,-2.27739740778679,-1.49342963286194,0.35792392903343,-0.916284295979635,-0.572314835189809,-0.200349803612747,-0.322981189951478,-0.0242234451641548,0.237614145375757,0.141988649300458,0.320789800987395,-0.129131133116636,-1.1840238545605,-0.620249702169277,0.289430667911326
ENSG00000237576,-0.322539607713059,-1.0128236578808,-0.188906131351552,-0.110355898034683,-1.39558693600671,-0.553947039106932,-0.251031911915984,0.879720962340924,-0.278305664606855,-0.0877954411663304,-1.44998657019804,0.777795220625196,-0.452284558442606,-0.460093038722591,0.326689889715729
ENSG00000239763,0.289016148256321,-0.643228431561814,-0.0994432522102177,0.0727699636700913,-0.586982542655659,-3.46748690688376,-0.350249304989968,0.35727572925652,-0.0798739123348082,0.392384676766672,-0.0351551008053845,-0.0563598485942526,0.0770781364765193,0.107911309440023,0.55672243544715
ENSG00000248187,-0.280392455698138,0.680387363514265,0.915790516138918,-0.0282843947396195,-0.0339264538097648,0.0874234366120492,-1.654944469067,-0.171048670085589,0.43725251360411,0.93995919961832,0.122384829237998,-1.07108913860258,-0.376667347456466,-1.76334891013951,0.453712892213818
ENSG00000248925,1.69874555420188,0.53974446408329,-0.295005351611868,-2.00635602724897,-0.789713272857691,-0.840853907291016,0.619281992079346,0.935303909992072,0.452488358949785,1.17265148467525,-1.00137435190205,-1.16188117852886,-1.07917400076546,0.293314203242647,0.621651271199792
ENSG00000249852,-0.896011150854377,-0.47459503504839,0.461268474491722,0.278874424713341,-1.5601070476425,-0.0502394351181611,0.992748872352311,1.70541049075603,0.304127786624851,1.41242274024788,0.447569500888361,1.24729027485207,0.375821067005372,0.573758632333735,0.711955262843391
ENSG00000267366,-0.134807471520904,0.863094839986229,-0.636261616683462,-0.530126601824043,-0.143369904771057,-0.511718371717783,-0.0585131466066464,0.584080979391432,-0.546544846039456,0.046774980435921,0.32243140018897,-0.30944263212666,1.29564814376544,-0.217992554577175,0.238714341301701
ENSG00000275017,-0.591064247234016,-0.526816378300627,0.575601011590117,-0.382891217399814,-1.77111175019541,-0.0657510339652502,1.05506350383268,1.66791241683994,0.584320684808919,-1.79982151332826,0.0599894248626596,0.910745260309991,0.228556568974157,0.780324560244073,0.428775269022336
ENSG00000278000,0.492762920055975,-1.2270395348989,0.125879985309525,0.759732956610848,-0.263432544319802,-0.416143991286496,-1.68731819403436,0.0563429681314677,0.360328400890926,0.582399636940282,0.936475864274104,-0.653735593938349,1.34683132257091,-0.624032216412332,0.944989501763036
ENSG00000279633,-1.36039388806616,0.275368465340998,0.428691466536498,-1.39732807125908,0.33083729005835,0.142479585550311,-1.52856592457346,0.1781925869203,-0.0729717005880259,0.776770867319236,0.512897571560821,-0.456197101789588,-0.761942814624347,-1.97595141792391,1.16419121541852
GLULP1,-1.28607675274106,0.379337358773469,-0.549611872338378,-0.0964238116303598,2.3009461618379,0.441118596964927,2.13136224737619,0.29487802690578,1.45912324528694,1.1005641878022,-0.818381251845407,1.05429245161272,-0.266332701074287,1.18355531209808,0.214291055576645
LINC00862,-0.631638686060678,0.20659190403027,2.00146973812453,-0.289246010982134,0.18831407767955,0.621392170130826,-1.06908612794584,0.28182582848433,0.0877053933427391,-0.4852642620805,1.52237602050259,0.953684055613834,-0.173412190669509,-0.541749984477604,0.420216990514251
LINC01093,-2.28936805902273,-1.35942979979722,0.335273991235604,-1.04559797774242,-0.503766964247849,-0.247654599958851,-0.423871623476667,0.000194733286572424,0.215552057646933,0.176607953236964,-0.307134837415158,-0.215672814107954,-1.16741788404793,-0.617731599126972,0.358296325240839
LINC02828,-0.0679845108025515,-0.479576734279629,-0.61798690137442,-0.927907615437229,-0.283164731023872,-0.253295239177198,-0.433089985223828,0.200967574192732,0.151097661132889,0.474160541127121,-0.362422947601106,-1.16568435773163,0.192998396178264,-0.34818273370081,0.1886514824788
LOC340357,-0.893727404891631,0.166898560659684,1.93788262871428,-0.140502219660114,-0.106009489316558,0.112471442628027,0.318103387681409,0.174972774636911,0.808304997461544,0.183555649770354,0.0864182307490423,-0.0127695743101109,-0.07321548714062,-0.323413074475382,0.068324970333888
MOGAT1,-0.918541911807439,0.177846601835942,1.96313115524715,-0.163354764868135,-0.202856976443485,0.187262519461173,0.377247516387889,0.277926987042506,0.807020746461196,0.233854138076858,0.182147197368042,0.0571723129873881,-0.055457789702254,-0.367128773926224,0.0595410245069163
MYBPC3,-0.496158197554956,-0.350397220714066,0.870780788309484,-0.274889633810627,-1.05354093865442,0.379382665033484,-0.464902545618612,0.122783306783867,0.209880594151066,0.579752844480766,1.43401594834266,-0.215687768546565,-0.0597360740538686,-1.60134026307968,0.338478279977344
OR2B11,1.3167838285986,-0.441372483136564,0.323135334667525,-0.293097278038519,0.961855420446364,0.810282258950269,1.40645228719998,0.252345203363721,1.28646660616209,-1.83450382994949,-0.908074321151543,-2.08381504432917,0.0884486094357972,0.338428894009,0.262290207079534
RAB44,-0.534425430673373,-0.289463928014136,0.656599884901628,-0.592439742614565,0.576471459702176,0.258916822515458,0.283004379132907,0.367897791435236,0.595412143833856,0.393372899552582,0.166653248619742,-0.186019388124046,0.549113968258594,0.165060638393151,0.412985612773428
RN7SL233P,-0.53444388832785,1.11549357094908,-0.138998911604688,-0.28324629158091,-0.00522480866923698,0.501811956023662,-0.50294404053873,0.234193744983284,0.0864408277239177,-0.087980360525259,1.32159811740625,-0.281587046466051,0.279453932367714,0.0491298902680315,0.470695054279527
RNA5SP387,-0.143338429971099,0.46711310066113,-0.232621317745927,0.384274432013999,-0.304669559030709,-0.0674921441619295,1.6410311063332,-0.00960620172259421,0.502040835703158,0.266198789000817,-0.821361259279848,-0.647877194565067,1.32528327998827,0.832323243806484,0.69034211959341
RPS2P36,0.131404463749711,-0.0172801132963366,0.709565630846721,-0.179203968449631,-0.201238165262224,0.221882179413755,0.518050785838967,1.16092341522623,0.32709223765759,0.967387439235703,0.13692435091746,0.151901833230349,0.094847679873835,1.45010885484955,0.312093378672999
SEL1L2,-1.11325791536467,-0.242917032677455,-1.19111725012304,0.461444017015792,0.025389990669858,0.259344808435834,1.0471969556033,0.378368027557258,-0.338949463296943,-0.237257341262796,-0.16780176788836,0.0220712463692984,0.221315253095804,-1.29159442514869,1.05379983951023
TNKS2-DT,-0.128951285953513,0.231459687288308,1.54289085434058,1.21638187516685,-0.0846617129637307,0.0365429234537924,-0.150359856097745,1.02868857500705,1.6857068958728,0.0771564225371634,-0.209395609825248,-0.311101835072115,1.57849241289873,0.506801938849734,-0.0505135914628298
ZNF534,0.219374848618083,-2.2644784095814,-0.695960246357527,0.445935755318551,-0.845280897699538,0.412881367241445,-0.215964430173606,-0.0483608411716554,-0.265923071742551,0.808645878089871,-1.24403768839073,0.574002622658861,-0.530669936750458,-0.0750255157332804,0.232016519696049
