,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15
ABCC5-AS1,0.230542788993537,0.222572694330565,1.64171394169656,0.40477044053462,-0.479786662193058,0.166898305917804,0.595270225253768,1.57141855870329,1.08587029914521,1.32129535593715,1.43932790598921,1.63870781468824,-0.303095663114138,1.1476468805505,0.948464515182769
ANO9,2.40676312013844,-0.938889821355,-0.125996224009557,-0.17236848760097,-0.581293212422304,-1.13788874607632,0.506166436026146,0.367110317733778,0.113185135496553,-0.533588716083782,-0.0585895145606739,-0.128751287519972,-0.209363447359372,0.943344928530424,0.104055322168131
CALCB,-2.48815303778844,0.91539540397321,0.00979796396084849,0.03396131777418,-0.657202916301922,1.14182395834992,-0.463466834821993,0.175101413845412,-0.0148142489175936,0.571980415377824,0.0221345762282909,-0.123516599947734,0.0308490942976479,-0.989760999311616,-0.105737900853782
CD7,-0.0818362171271791,-0.163552752928343,-0.116334034193656,-1.35400217610049,-0.0609476408831017,0.0199625863507299,0.218861722312977,-0.178475901091771,-0.11846697587106,-0.67634858341032,-0.55205381212742,-0.164269907805722,-0.0654259841617354,0.180622078479102,-0.797560743720635
CYP11A1,0.0739377854823162,-0.124316363528044,0.0863843890363805,1.42133093437931,0.295284514341853,0.290502542701272,0.25994221445072,-0.128770017040598,0.13193425126331,-0.819646438326619,0.60851224606905,0.123824096337889,0.532606769763363,0.48651902743291,-1.05188949812783
ENSG00000200091,-0.0798700773203496,-0.852828083631572,-1.02597505239002,-0.187453297280129,-0.292759417469387,-0.697521079530997,-0.0014950203033717,-0.216892262387596,0.291066219584852,0.379644252700721,-1.75930450692849,-0.71877687526284,0.183814647950691,0.0278549328926806,0.00864010964402856
ENSG00000223834,0.698492762462844,-0.309496617118113,0.0680310088348504,-0.493412067371369,-1.49559108306104,-0.452092346188841,-0.300528346245428,0.548539157077901,0.11829459953347,0.323964893615467,-0.244630864700985,0.638476072417506,0.167080414328189,0.134809015609303,-0.323273688555289
ENSG00000223899,-0.295842677398706,0.184512668330943,-0.220553124483134,-0.817367692209767,-0.125958432978107,0.180529552092927,0.0214156413383202,0.0580302805132317,0.12628808728725,-0.0881913715918421,0.0689476739754514,0.203481816771918,-0.371462954596831,0.60829895847164,0.225751275666248
ENSG00000224442,0.251148059911438,-0.266922707428892,0.144764038078064,0.397999716644745,-1.46132011904286,-0.390038148184572,-0.0328412268254851,0.399113390319335,0.130640244459059,-0.0333461673719239,-0.209930654878581,0.440526257941113,0.0404541148697858,0.178846131224357,0.341518443848492
ENSG00000225213,0.644690963738017,0.171373301249937,0.095830887554618,0.870710066793329,0.630222450719977,-0.944800874050682,0.195763051194583,1.52071155495573,-0.0941016021456162,-0.197676425267411,0.560856325203566,0.334784756667487,-0.440656757320441,0.160894880683585,-0.793606065530213
ENSG00000230063,0.612482970949851,-0.334423224355073,-0.30139306622266,-0.8147288917955,-0.898850402889211,-1.10591416375935,0.0943332205504667,-1.29820697940495,0.00256496414716629,0.355160787889685,-0.914479249042615,0.0567621893040062,0.427671666839143,0.207144920833054,0.74797940840381
ENSG00000231916,0.064721090602831,-0.495847307626079,0.262673547146381,0.00834719948876815,-0.097413692587433,0.254589090326502,0.219221011268594,0.274535965475997,1.28014177268725,0.079386786121679,0.302271380320898,2.15151592447259,0.0685506883977191,0.294508450757736,0.116130471780704
ENSG00000235576,-0.0570101177717143,-0.176842560692748,-0.0734427879364513,-1.36278464728731,-0.00194958606832896,0.0799105852118538,0.280447211039731,-0.217950074513982,-0.0667955462009015,-0.637949344386381,-0.623415175753188,-0.106090913402488,0.189854319040995,0.280676379697381,-0.814959848151171
ENSG00000236935,-0.0244406337607406,-0.744529386325312,0.186283136421472,0.177663216707084,0.363932709430625,0.181081536402146,-0.312098945608241,-1.03854200071202,0.0707305878997567,-0.000678682847046945,0.060379442320902,0.0146612586194999,-0.00692885437177709,0.145161981215091,1.138316929645
ENSG00000251215,0.0810622857339845,0.051761268716981,0.183520879515479,0.168388266491224,0.0758202917182535,-0.147535478962359,0.0569558736388391,0.178772969399855,0.215900207715982,0.70491243100255,0.787348242926257,-0.0815884594828651,0.0835396672681889,-0.0745759721376463,1.10487804506523
ENSG00000254750,-0.0328267010916695,0.0931260063989371,-1.72835865899849,-1.30939672624423,0.176543176669923,0.26814650179651,1.15380489259535,-0.0887243241316738,-0.509919249788953,-0.307402991556898,-1.4481627288649,-0.910298104776214,0.00845442357622534,0.0683510586064089,0.261725137917903
ENSG00000254786,0.0812348689246043,-0.0451500059502865,0.499781166842418,0.0975451308581168,-0.129097797808196,-0.0311708041702927,-0.502137026270144,0.365713433962863,-0.0108661018518324,0.158935391841026,0.904225776876659,-1.34616661441117,0.510992380948439,1.35221280085782,0.847855747153657
ENSG00000257539,-0.0886920794637323,0.235472279024535,0.143366427261,0.0714345320697595,-0.411692279161855,0.409829082075848,0.211884739053494,0.109309063504095,0.179177972506115,-0.312108825595592,0.321227565234452,-0.0238955392281014,-0.589210098787287,-0.112644337401233,-0.583219772510972
ENSG00000259232,-0.104618091355946,1.26831926596734,-0.0678775475112114,0.521321348122726,0.095163534254383,0.0521561525358952,0.340430461086642,-0.440978864201326,-0.138409941472073,0.183432136813175,0.567014586503222,0.00222300246069029,1.15723847081717,0.405094493704851,-0.851554616944015
ENSG00000259594,-0.618500619355146,0.596057301851107,-0.304440739906691,-0.679054603120954,1.40227818324255,0.69863979442375,0.312996490932165,-0.690267237651008,-0.275042273586035,-0.312899137847982,0.519971905974435,0.539898823534834,-0.097082357973331,0.218189079660082,-0.585041917506349
ENSG00000260723,-0.0541108742343991,0.0933890812595801,0.0691615120126317,-0.533812519148221,-0.265331600877627,-0.221889453586064,0.11691004530585,0.112916267193242,0.28292765238041,0.361596442884325,0.259849933219696,0.00313000804752791,-0.216949241937944,0.763941182094404,-0.0536556339362861
ENSG00000268297,0.682674856128037,-0.273772805210484,1.01979087765114,-0.539785806532683,-1.70589265828527,0.471747127619468,0.433026189888954,1.28908011209679,0.324661313616165,-1.51321378913445,0.0525835392597085,1.23233628278748,0.22079893561711,0.322392181419716,0.192124588177373
ENSG00000268810,0.33336667299595,-0.174953461708008,-1.26988795544866,-1.32852358157732,-3.01539255346475,-2.41281940681826,0.871479487023319,1.37177081859272,0.0595681742975441,-1.55700171277307,-1.11238399926663,-0.596779501806589,-1.65618546207648,0.959800927417006,0.229402418397877
ENSG00000270010,0.1514242974539,0.0755998481016169,0.212679234230886,-0.111259029516259,0.146348621585049,-0.134578386436728,0.0970640899719226,0.223267392463363,0.283039031198164,0.798110391407231,0.83917643002109,-0.111339876295568,0.129154358903325,-0.174426612852363,1.08626436058045
ENSG00000271382,-0.786620048289809,1.6690045061006,-0.646331892436816,-0.335104164062489,-0.0650324480022963,1.45066543389577,0.935407518732131,-0.428764249120086,-0.0633898914388884,0.44297002759819,1.6536092381657,0.408192826439504,0.753991816330333,0.110436662349198,-0.222469974584637
ENSG00000274038,-0.773574274260832,1.1469110743601,-0.549371941996872,0.312991219459515,0.181678454576894,0.549251054900323,0.610351129966619,-0.461532500102284,-0.632587253866393,-0.548120048961696,0.53847025366527,-0.334954310571391,-0.29643227824959,-0.285507330430893,-1.13457542898774
ENSG00000279989,-0.117623889731368,0.0397241690106595,0.126377856008836,1.68578821972674,0.0669123786791499,-0.0210016250077556,0.886313005159627,0.0866942828667898,0.235882007725245,0.167722367950013,1.58426329025779,-0.0502726541714885,1.09631719854047,1.02325963646817,0.0410256220713515
FCRL1,0.148999991386813,-0.552443255250041,-0.0173032147203988,-0.281188963924693,-0.146367607641523,0.710181678816659,0.133084353090857,0.177278226935745,-0.0384997688013824,-0.923806196119749,0.0367257036958515,-1.74159838444645,-0.0690846517079188,0.0522148495834015,-0.0589696462852943
FCRL3,-0.665858418183408,-0.40800736135069,-0.608731445069256,-0.649787231528677,-0.44430204283205,-0.167427153280713,0.36677129648124,1.85790965588931,-1.01907413498261,-0.241181613663396,1.06648534719153,0.910181458604262,-0.235517068446605,0.867746814234115,0.723656846395757
INS,0.570014702649864,-0.340456407063737,-0.49198970551687,-0.933844441365916,-0.869378385357749,-1.20377460621481,0.25452310581349,-1.06491206857126,-0.0862347700104824,0.437559644647909,-1.07208427904173,0.154824347710151,0.651290081215686,0.366642974550945,0.468504853122667
KLRC4,-0.211768875069738,0.0269876673566499,-0.564073975877204,-0.33141494530048,-0.192112375375924,0.310905729793311,0.609054872324136,-0.342615825875367,0.131388361161899,-0.199973108027797,-1.08856484867822,0.958188724573583,-0.590342166240644,1.14930189867424,-0.856658850783337
KRTAP5-11,-0.398297768566276,1.41763086547593,-0.30558959875735,-0.190150612086485,0.0110232242516425,0.973273083269418,-0.320219919814923,0.0827947131415588,0.0552618181889911,0.0929525011070402,1.2712747967343,-0.477053432697005,0.291249212727501,-0.0749349861203116,0.495000524199866
LAMP5-AS1,0.0346978869764165,0.00378166711778491,-1.44304947287546,-0.409888875433106,-0.0420425802122597,-0.205752236241619,-0.0116793324963275,-0.0168875871509717,-0.743949087056546,-0.120560581131887,0.0699280718021868,0.458156309358739,0.0775269932445886,0.211533665387474,-1.01122437468544
LINC00239,-1.0086786799734,-0.520222103627159,-0.444958758791214,-0.494182185935331,-1.01552625592489,0.573945033461434,0.919915004214206,0.865346966203393,0.138430362505465,-1.01381228836616,-0.307665389355326,-1.62139421174877,-1.16445434324393,1.05882257587976,0.551888950818156
