,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15
ADORA1,-0.481075387769941,0.0436828090886821,0.441410206201651,0.28023290166434,0.0971510743422797,-0.633655841625304,-0.9055519945304,0.676155980058726,-0.129909141585587,-0.470269084467191,0.934578885612888,-1.23624167320233,0.0866637863302025,-1.6599648239314,0.577196464882578
ASCL1,-0.197328602971033,-0.101236474941096,0.215490194596144,2.30616387633843,-0.222484744114283,0.035415389951931,1.49089046234085,-0.28225494292872,0.153460325727802,-0.0147713270383196,1.79056498292643,0.355300960583266,1.64148847570183,-0.870540661469626,-0.376653934758683
C7orf57,-0.081931854185087,-0.0739068739918346,1.36571988727652,-0.196785361775511,0.259479888273232,-0.301993182330327,0.886312058464961,1.45457317204335,1.48969857466976,-1.16326486399032,1.31448270854295,1.3750376918669,0.618634294252782,0.95723261896914,0.67718660407417
CLCN1,-0.426661585627706,-0.509227451714094,0.245501463284874,-0.361888083178282,0.100388862344326,0.138000578045695,-1.02612031166089,0.520230832130447,0.678167289727194,-0.11884621364677,-0.744477027983319,0.295111754539562,0.166395781038737,-0.250553732020264,1.42789697084182
CPNE9,0.474773686151915,0.00217358165875788,-0.0242066926113633,-1.03713847261762,-0.253710016184475,-0.327416447072389,0.0341923154217236,-0.0348947787147791,-0.604352696898296,-1.09846334568674,-0.235457624112794,-0.0749762586899618,-0.263481144950523,0.896009620345257,0.817244788680536
CTCF-DT,-0.110364073070028,0.428181106941836,0.808186367758507,-0.417271157266222,-0.264179953518415,-0.476107298488129,-0.00727169201729264,0.505721520481717,0.0759321860903607,-2.12599716329205,0.470276214164459,-0.434190760503607,-0.0738478222825138,0.718151979329189,0.597884828160647
ENSG00000199730,0.813582135701815,0.130033351786928,-0.652857612676468,0.421282805609242,-0.0422664700579323,0.447656673099993,0.614362247460966,0.0744490558599629,0.0510178789496024,-0.277555594150656,0.412482500703921,0.446727231823968,0.0120957818356832,-1.46228345928922,0.733402196058084
ENSG00000224121,-2.37617450708208,0.209860729542781,-0.458447057960188,0.222405398309195,-0.529199573494455,0.414208149311744,-0.433607554393158,0.518275939075426,-1.09083470212848,0.314561335476607,0.10979972842554,0.586065151383845,-2.47864168885341,-1.87779624890603,0.530951738229653
ENSG00000225107,-0.614261489981631,-0.906382285229747,-0.115849956670964,-0.333685336920116,-0.06034105884028,1.1207790157054,0.198584479766523,0.0625876571029777,0.0722781099056027,0.195991482017421,-0.162136419721426,0.437540203549817,-0.0434179646333633,-0.182315866788919,0.89189380301483
ENSG00000225111,-1.5581798847455,0.272030542916224,-0.30130144928296,-2.09486520861179,0.197941258961953,0.100637193471464,1.09321398610219,-0.269971239487762,1.02441548871255,0.621718041232261,-0.541858231309367,-0.855914284382316,1.38494060437811,-0.447453551082097,1.21606000820986
ENSG00000228175,2.76755609334444,-0.282696507018281,0.426420060509458,-0.262209697195058,-1.27486019906332,-1.89522933530305,-1.62807938224273,1.34529138377422,0.540952483968616,-0.00693395939034645,0.0187477643486056,0.283097387129325,0.843875938060464,-0.139529711564188,0.41410972989269
ENSG00000228382,0.295732942695094,0.285379656175622,2.94103992662245,-1.19765330139488,0.161219205093789,1.07150842616608,0.340631047868207,-1.1195761189011,2.38569376454688,0.067915203517508,-2.0089731228965,0.282755100573335,1.5529725732312,1.73473962835029,1.05396149307204
ENSG00000230202,-0.00363382536800583,-0.538808790081534,-0.0749507133332577,0.598519489183355,-1.30174307101288,0.402599370926536,0.2648890877075,0.0630886660147052,0.825515951854302,0.345103495168177,0.799649737758091,0.44642405360343,0.145398871417458,-1.00127122818986,0.191058850617584
ENSG00000232022,-0.83601620959296,-0.168070649620628,-0.304116934322163,-0.323924386001247,1.10400331467949,0.344666224087498,0.138682411434618,-0.296444960818045,-0.213483664839053,-0.154651553043315,0.125194935293388,-0.313947447991367,-0.00619178023383373,0.239279160240685,-0.697335170098528
ENSG00000241135,-1.90565403667126,-1.3873429896993,0.877061072052475,0.853318009046829,-1.19666768636429,0.572798363900347,-1.93310442297935,0.0631316614953028,-0.471902105264793,0.915408180583931,0.796684485281032,-0.196429145673767,1.3402946357848,-1.76517950996998,-0.280605237933893
ENSG00000255710,-0.359565924878532,0.532635412850115,-0.969153008136381,-0.31340759691448,-0.260210719035938,-0.0427184071523984,0.324479634742871,1.03305334510348,-0.613518767292612,0.0268147550959847,0.503009593737016,-0.000686722416212048,0.99897789625351,0.383866229360327,-0.346051021457892
ENSG00000256250,-0.738812548668163,-0.179354999233365,0.340444738088698,-0.339682440577059,0.365225655418525,0.512819350901097,0.540212850205684,1.24265116467205,2.01201484221907,0.366745443725044,-0.784170708342722,0.951896804502686,-0.271075242257402,-0.373560968127,1.10683767245
ENSG00000257803,-1.84112707883517,-1.61563235990004,0.406235058446389,0.399653658067307,-1.23460014366277,-0.825645639102021,-1.71410781326016,0.035105864898373,-0.38198485338363,-0.71395388088008,0.541509703259312,0.229131230897359,1.11728148786431,-1.59056265316752,0.0432332073083516
ENSG00000260613,-1.10934977138405,0.113434872255324,1.88211712775733,0.100749282513552,0.328364275712668,0.182437148131628,-0.00946624516731987,0.504525302218665,0.0535989439249588,0.217336933651019,1.18624924540953,1.18238666942804,0.622315950144174,1.37420916372026,-0.186934652790885
ENSG00000261267,-1.6646612929952,-1.00379959820731,0.118451997300164,-0.690771796807512,0.26909441582386,0.173062592500949,-1.64096729236286,-0.465846335226279,0.282050006902796,0.439573669430013,-0.943570679608827,0.861018844211712,-0.920450387414902,-0.690749212435243,1.38819021808282
ENSG00000267257,0.830665085879239,-0.369269838741139,-1.47566881919829,-0.434941513259934,-0.203238853302483,0.165222787981458,0.122707719881183,-0.335260780587492,0.219971668085937,-0.000722363503962548,-0.914842842963596,1.50358473415682,-0.772085530532019,-1.12785805979527,0.509648678397304
ENSG00000267655,-0.137781696962661,-0.257897469078904,-1.10520365526999,-1.9729608932247,0.139586035531978,-0.0348491291140015,-0.0404303656364157,-1.83978341736707,-0.261917269957501,0.0469014519365243,-0.633478573355356,-0.822028951302334,0.49591815166645,0.208139500158098,0.186077594865826
ENSG00000272087,-0.77531588498184,0.232810438207821,-0.105339036444669,0.24585945781485,-0.150840542438917,-0.514106354079156,0.083635283540359,-1.4630858793519,-0.0576987217926341,0.25195879180386,-0.195653019839746,0.0761557141785484,0.0421876837393565,-0.0565375771649515,-0.471974602280802
ENSG00000275576,-0.368757435028868,-0.158796318347564,0.00845848980439415,-0.339618937807979,-0.0858205349055526,0.330052954898642,0.208506010737324,0.941967819575451,0.259726795505332,0.228468721573999,0.664204328349578,0.240126134096819,-0.230030259742408,0.154412171465441,0.494739469993713
ENSG00000275981,0.124292581644917,-1.53077887916513,-1.56245135438612,-0.37288452834483,0.492843330771388,-0.342058736589046,0.876139910306545,-0.292594895755587,-1.59534797089055,0.0506039942067046,0.762040888552372,0.181914293806569,-0.645973757378435,-0.578433719550056,0.684192001628853
ENSG00000276471,0.511119637130657,-0.689962930536413,-0.291830515953264,-0.23380788180062,-0.614915905452887,0.328482047605664,0.0720739800387582,-0.0103097755438832,0.0497591942565278,0.242043166039472,-0.0182538252040482,0.216312006488154,0.201380187849558,-0.0827953744661973,0.108275083911885
ENSG00000278526,-1.56968850262295,-1.87017994460271,-1.95153771312423,0.0200246313634851,-2.39616222950368,-2.34315223059292,0.634516549472125,-0.936975258045329,0.326898725625743,1.25064050715273,0.421040066020201,0.400274134073404,0.122364891536841,-0.915672150313084,0.851811810125608
ENSG00000279236,-0.712298213493158,-0.0250147654080605,-0.175854964453538,0.200998907915934,-0.0301466239803898,-0.242625133580846,-0.773065776088364,0.105144669200109,-0.12384143088674,0.853810630818032,-1.2227167258884,0.0323920388018379,-0.698835053338123,1.1168629842735,0.182730578855863
ENSG00000279474,-1.65793092749236,-0.83431963674516,2.53071380176684,-1.15737048724018,-0.685382046157247,0.512310149868047,0.618275244305882,0.11673609211432,-0.692509455251062,1.35431392851596,2.97449990601573,1.48760829027315,0.871617923429578,-0.54373720497345,1.18744637712648
ENSG00000279568,-1.36323238510698,-0.0477070897315575,1.75529912636783,2.20377518107214,-1.63251288408328,1.73205832766093,-0.178116534082084,-0.418706189644442,-0.0187750123306263,-2.12264992486121,-1.97851016347481,1.11039678040085,-2.44734016707673,-0.398869350187409,0.302708900261927
ERCC-00137,-0.184558289536486,-0.207569191727848,1.16311001865068,0.00716609253451464,-0.12244917211374,-0.141694284964555,-0.529366107126414,0.206455359178425,0.40397404370213,0.14997669259151,-0.0342708154800822,0.257385162745604,-0.130917509746204,-0.341534162011801,0.873675305619811
FAM216B,0.117248631593184,-0.0841962165960403,0.145902633567692,1.02638126207214,-0.463428383125504,0.132692955693584,0.00430777647171285,-0.677339687636142,-0.0253124103828149,1.16380882131748,-0.0704121309281351,0.0420456724621049,0.170348788064728,0.107779216358558,0.0294911426071666
GREM1-AS1,-0.356665162036789,1.04949020703122,-0.212869362579625,0.641879106399638,0.121960724026668,0.467029755995125,-2.52561465860794,-0.946038579894817,0.353857666829263,0.137737973160955,0.99428607942183,-1.0816412078774,-0.28449343072891,-1.89176485012298,0.696196685418247
GUCY1B2,2.30167052972791,-0.288127268594476,0.75571852839232,0.533361167182603,-1.36139782945245,-2.09333450799103,-1.7168556897256,1.26591953002875,0.755340293346097,-0.22337755549787,-0.042574100283102,0.242758121769184,-1.04538760771521,-0.339141356261758,0.437691153252284
HBA1,-0.156292369342916,-0.240867475501386,-1.57645855237276,-0.368706243380897,-0.467217155824788,-2.20277009894001,0.0621959189496561,-0.403487608140477,-0.72932145958677,0.00945632727145238,1.11791275909643,0.0539357960341273,-0.17045151400693,0.0864271299277511,0.51553147137148
KCNJ10,-0.865920649833938,-0.149968356101565,0.538113922340178,-0.548183987130304,0.602740335543926,0.0560612382800244,-0.960232303001359,-0.303571156035677,0.0510249903586065,0.750706632055787,-0.988609075806737,-0.731898509619837,0.0538139352324524,0.0495512588773776,0.0935004318320809
KIRREL2,-0.482738577717791,-1.05740986170566,-0.176492539060212,-0.438171246904106,-1.2286055331086,0.77253525740917,1.75186917131517,0.308675065411002,0.986071079647712,-0.0437000523768386,1.78864375570607,0.152293706340806,0.152285797622278,0.0793226071843565,0.635884258552753
